,id_diet,tipe_diet,tipe_masakan,resep_masakan,kadar_protein,kadar_karbo,kadar_lemak,fitur_tfidf,segmentasi_kadar_protein,segmentasi_kadar_karbo,segmentasi_kadar_lemak
3295,1483,keto,american,Keto Cheesy Broccoli Soup,83.78,44.26,232.15,keto Keto Cheesy Broccoli Soup american,1,2,1
3298,1484,keto,american,Keto Egg And Cheese Bites,28.24,2.5,21.47,keto Keto Egg And Cheese Bites american,2,0,0
3304,1485,keto,american,Salty Salsa Keto Crackers,51.11,60.83,91.88,keto Salty Salsa Keto Crackers american,3,2,3
3307,1486,keto,american,Vegetarian Keto “Crab” Cakes,31.19,25.1,117.96,keto Vegetarian Keto “Crab” Cakes american,2,0,1
3310,1487,keto,american,Keto Chocolate Espresso Sorbet,26.1,294.79,129.39,keto Keto Chocolate Espresso Sorbet american,2,1,1
3316,1488,keto,american,Keto Dill Pickle Soup,28.65,19.08,182.75,keto Keto Dill Pickle Soup american,2,0,1
3317,1489,keto,american,Keto Zucchini And Walnut Bread,45.08,42.88,126.73,keto Keto Zucchini And Walnut Bread american,3,2,1
3321,1490,keto,american,Easy Clam Chowder | Keto,168.99,80.18,199.3,keto Easy Clam Chowder | Keto american,1,3,1
3322,1491,keto,american,Keto Zone Green Beans,27.59,50.91,100.41,keto Keto Zone Green Beans american,2,2,3
3326,1492,keto,american,Keto Mock Crab Salad,41.66,6.18,35.3,keto Keto Mock Crab Salad american,3,0,2
3331,1493,keto,american,Keto Tuna Salad Recipes,47.58,5.3,46.8,keto Keto Tuna Salad Recipes american,3,0,2
3339,1494,keto,american,Keto Bison Meatballs Recipes,128.91,27.8,197.3,keto Keto Bison Meatballs Recipes american,1,0,1
3350,1495,keto,american,Creamy Keto Avocado Soup,37.36,91.84,228.56,keto Creamy Keto Avocado Soup american,2,3,1
3352,1496,keto,american,Crunchy Keto Salad Toppers,24.57,20.64,69.23,keto Crunchy Keto Salad Toppers american,2,0,3
3359,1497,keto,american,Keto Strawberry Cheesecake Jars,23.96,80.46,199.52,keto Keto Strawberry Cheesecake Jars american,2,3,1
3361,1498,keto,american,Keto Bbq Meatball Skewers,158.34,16.49,200.84,keto Keto Bbq Meatball Skewers american,1,0,1
3363,1499,keto,american,Keto Crab Stuffed Avocado,34.09,20.33,65.63,keto Keto Crab Stuffed Avocado american,2,0,2
3368,1500,keto,american,Keto Mashed Cauliflower With Cheese,25.67,55.41,42.74,keto Keto Mashed Cauliflower With Cheese american,2,2,2
3371,1501,keto,american,Keto Banana Blueberry Muffins,89.35,97.24,225.45,keto Keto Banana Blueberry Muffins american,1,3,1
3372,1502,keto,american,Instant Pot Keto Chili,101.33,79.12,93.85,keto Instant Pot Keto Chili american,1,3,3
3381,1503,keto,american,Keto Cheeseburger Muffins Recipes,135.85,53.67,181.35,keto Keto Cheeseburger Muffins Recipes american,1,2,1
3385,1504,keto,american,Sara Louise'S Keto Yapchik,174.05,130.65,226.62,keto Sara Louise'S Keto Yapchik american,1,3,1
3387,1505,keto,american,Keto Paleo Meatloaf Recipes,143.36,37.65,172.61,keto Keto Paleo Meatloaf Recipes american,1,2,1
3388,1506,keto,american,Keto Egg And Ham Soup,29.54,10.62,19.55,keto Keto Egg And Ham Soup american,2,0,0
3390,1507,keto,american,Special Dark Fat Bombs - Keto,3.09,7.01,202.54,keto Special Dark Fat Bombs - Keto american,0,0,1
3397,1508,keto,american,Pecan Coconut Butter (Keto Diet),16.51,35.55,177.99,keto Pecan Coconut Butter (Keto Diet) american,0,2,1
3399,1509,keto,american,Keto Recipes - Baked Parmesan Chips,101.35,9.13,73.23,keto Keto Recipes - Baked Parmesan Chips american,1,0,3
3403,1510,keto,american,Keto Blueberry Coconut Crumble Recipe,15.78,49.78,98.32,keto Keto Blueberry Coconut Crumble Recipe american,0,2,3
3406,1511,keto,american,Quick Keto Chips And Dip,5.11,2.04,14.36,keto Quick Keto Chips And Dip american,0,0,0
3409,1512,keto,american,Keto Cinnamon Donut Holes Recipe,33.05,84.74,115.99,keto Keto Cinnamon Donut Holes Recipe american,2,3,3
3412,1513,keto,american,Vegan Keto Lemon Fat Bombs,6.06,24.7,109.39,keto Vegan Keto Lemon Fat Bombs american,0,0,3
3420,1514,keto,american,Creamy Keto Chicken-Poblano Soup,145.33,34.3,206.91,keto Creamy Keto Chicken-Poblano Soup american,1,2,1
3424,1515,keto,american,Keto Low Carb Ice Cream,4.86,24.12,77.37,keto Keto Low Carb Ice Cream american,0,0,3
3433,1516,keto,american,Keto Cream Cheese Ranch Dip,25.21,49.16,125.24,keto Keto Cream Cheese Ranch Dip american,2,2,1
3435,1517,keto,american,Keto Cauliflower Mac And Cheese,64.54,53.42,145.33,keto Keto Cauliflower Mac And Cheese american,3,2,1
3436,1518,keto,american,Keto Herb And Cheese Spread,25.13,13.4,176.96,keto Keto Herb And Cheese Spread american,2,0,1
3437,1519,keto,american,Lchf Chocolate Walnut Keto Fudge,22.07,74.13,169.99,keto Lchf Chocolate Walnut Keto Fudge american,2,2,1
3441,1520,keto,american,Smoked Keto Armadillo Eggs Recipe,104.37,15.8,189.76,keto Smoked Keto Armadillo Eggs Recipe american,1,0,1
3443,1521,keto,american,Keto Friendly Creamsicle Melts Recipe,11.33,34.71,176.13,keto Keto Friendly Creamsicle Melts Recipe american,0,2,1
3448,1522,keto,american,Best Low-Carb Keto Meatballs,135.58,26.91,162.06,keto Best Low-Carb Keto Meatballs american,1,0,1
3453,1523,keto,american,"Low Carb Keto ""Cornbread"" Recipes",39.46,26.2,99.89,"keto Low Carb Keto ""Cornbread"" Recipes american",2,0,3
3460,1524,keto,american,Keto -- Baked Mockaroni And Cheese,99.24,71.58,167.66,keto Keto -- Baked Mockaroni And Cheese american,1,2,1
3462,1525,keto,american,Keto Mini Pecan Pies Recipe,33.17,97.26,163.76,keto Keto Mini Pecan Pies Recipe american,2,3,1
3464,1526,keto,american,Chocolate Peanut Butter Keto Cups,35.53,70.55,199.04,keto Chocolate Peanut Butter Keto Cups american,2,2,1
3466,1527,keto,american,Keto Bacon Ranch Stuffed Burger,122.45,90.56,196.66,keto Keto Bacon Ranch Stuffed Burger american,1,3,1
3469,1528,keto,american,Mascarpone Cream Mousse Dessert (Keto),20.87,62.84,152.53,keto Mascarpone Cream Mousse Dessert (Keto) american,2,2,1
3470,1529,keto,american,Keto Peppered Maple Pecan Bacon,24.04,19.32,84.41,keto Keto Peppered Maple Pecan Bacon american,2,0,3
3472,1530,keto,american,Keto Sheet Pan Chicken Dinner,107.78,115.14,183.07,keto Keto Sheet Pan Chicken Dinner american,1,3,1
3474,1531,keto,american,Keto Buffalo Blue Cheese Dressing,37.37,10.81,166.95,keto Keto Buffalo Blue Cheese Dressing american,2,0,1
3475,1532,keto,american,Keto Blueberry Pancake Mug Cake,7.93,16.14,10.0,keto Keto Blueberry Pancake Mug Cake american,0,0,0
3477,1533,keto,american,Easy Keto Tortilla Chips Recipe,64.23,22.42,94.97,keto Easy Keto Tortilla Chips Recipe american,3,0,3
3486,1534,keto,american,"Whole30 Pickled Onions (Keto, Paleo)",0.82,6.86,13.57,"keto Whole30 Pickled Onions (Keto, Paleo) american",0,0,0
3491,1535,keto,american,Keto Stuffed Pork Chops Recipes,96.92,11.06,53.21,keto Keto Stuffed Pork Chops Recipes american,1,0,2
3499,1536,keto,american,Best Keto Tuna Salad Recipes,46.47,3.3,43.75,keto Best Keto Tuna Salad Recipes american,3,0,2
3500,1537,keto,american,Keto Oven-Baked Brie Cheese,58.49,10.98,125.08,keto Keto Oven-Baked Brie Cheese american,3,0,1
3509,1538,keto,american,Keto Cream Cheese Egg Cups,98.93,29.64,161.75,keto Keto Cream Cheese Egg Cups american,1,0,1
3515,1539,keto,american,Buffalo Keto Chicken Tenders Recipes,135.48,91.72,140.91,keto Buffalo Keto Chicken Tenders Recipes american,1,3,1
3518,1540,keto,american,Keto Friendly Chocolate Mug Cake,99.51,26.02,26.45,keto Keto Friendly Chocolate Mug Cake american,1,0,0
3522,1541,keto,american,Keto Low Carb Microwave Cheesecake,10.29,4.86,35.27,keto Keto Low Carb Microwave Cheesecake american,0,0,2
3523,1542,keto,american,Keto Avocado Tuna Melt Bites,81.32,28.45,214.0,keto Keto Avocado Tuna Melt Bites american,3,0,1
3526,1543,keto,american,Keto Grilled Cheese Sandwich Recipes,29.69,31.72,70.23,keto Keto Grilled Cheese Sandwich Recipes american,2,2,3
3527,1544,keto,american,Keto Mixed Berry Crumble Pots,21.58,89.0,106.92,keto Keto Mixed Berry Crumble Pots american,2,3,3
3534,1545,keto,american,Keto Three Cheese Bacon Asparagus,43.03,26.12,95.54,keto Keto Three Cheese Bacon Asparagus american,3,0,3
3535,1546,keto,american,Keto Root Beer Float Pops,3.66,41.93,66.05,keto Keto Root Beer Float Pops american,0,2,2
3537,1547,keto,american,"Avocado Yogurt Dip {Vegetarian, Keto}",16.35,34.24,42.04,"keto Avocado Yogurt Dip {Vegetarian, Keto} american",0,2,2
3539,1548,keto,american,White Chocolate Keto Truffles Recipes,3.17,203.58,226.54,keto White Chocolate Keto Truffles Recipes american,0,1,1
3541,1549,keto,american,Coconut Flour Keto Donut Holes,12.73,60.53,81.62,keto Coconut Flour Keto Donut Holes american,0,2,3
3544,1550,keto,american,"Bacon Wrapped Asparagus, Keto Style",40.04,31.92,146.48,"keto Bacon Wrapped Asparagus, Keto Style american",2,2,1
3547,1551,keto,american,"Whole30 Cajun Seasoning (Keto, Paleo)",5.7,29.08,2.76,"keto Whole30 Cajun Seasoning (Keto, Paleo) american",0,0,0
3550,1552,keto,american,Keto & Paleo Condensed Milk Recipes,18.87,93.73,180.8,keto Keto & Paleo Condensed Milk Recipes american,2,3,1
3552,1553,keto,american,Keto Southern Bacon-Fried Cabbage,40.66,94.41,70.56,keto Keto Southern Bacon-Fried Cabbage american,2,3,3
3554,1554,keto,american,Easy Keto Pumpkin Bread Recipes,67.87,199.54,220.58,keto Easy Keto Pumpkin Bread Recipes american,3,1,1
3555,1555,keto,american,Keto Blueberry Cheesecake Squares Recipes,40.07,56.05,215.87,keto Keto Blueberry Cheesecake Squares Recipes american,2,2,1
3562,1556,keto,american,Keto Buffalo Chicken Soup Recipe,106.16,49.65,125.53,keto Keto Buffalo Chicken Soup Recipe american,1,2,1
3564,1557,keto,american,Keto Turkey Meatballs With Pesto,96.36,32.12,111.46,keto Keto Turkey Meatballs With Pesto american,1,2,3
3565,1558,keto,american,Keto Lemon Mug Cake Recipe,23.08,38.12,28.75,keto Keto Lemon Mug Cake Recipe american,2,2,0
3574,1559,keto,american,Keto-Approved Ranch Dressing Recipes,12.98,10.19,207.76,keto Keto-Approved Ranch Dressing Recipes american,0,0,1
3576,1560,keto,american,Philly Cheesesteak Keto Roll Recipes,46.48,11.73,60.67,keto Philly Cheesesteak Keto Roll Recipes american,3,0,2
3590,1561,keto,american,Low Carb Keto Hamburger Buns,49.44,135.19,60.36,keto Low Carb Keto Hamburger Buns american,3,3,2
3591,1562,keto,american,Keto Neapolitan Ice-Cream Recipes,30.88,46.4,127.99,keto Keto Neapolitan Ice-Cream Recipes american,2,2,1
3595,1563,keto,american,Keto Parmesan Crisps With Tomato Slices,36.24,5.41,25.98,keto Keto Parmesan Crisps With Tomato Slices american,2,0,0
3598,1564,keto,american,Keto Faux French Onion Dip Recipe,2.05,12.68,89.18,keto Keto Faux French Onion Dip Recipe american,0,0,3
3601,1565,keto,american,Crockpot Keto Buffalo Chicken Soup,52.28,29.91,124.92,keto Crockpot Keto Buffalo Chicken Soup american,3,0,1
3609,1566,keto,american,Keto-Friendly Low-Carb Bread,45.87,32.41,102.19,keto Keto-Friendly Low-Carb Bread american,3,2,3
3610,1567,keto,american,Ultra Moist Keto Blackberry Muffins,82.78,137.32,228.07,keto Ultra Moist Keto Blackberry Muffins american,1,3,1
3611,1568,keto,american,Keto Hot Chili Soup Recipes,106.42,61.05,175.46,keto Keto Hot Chili Soup Recipes american,1,2,1
3614,1569,keto,american,Keto Taco Stuffed Mini Peppers,64.53,66.96,87.66,keto Keto Taco Stuffed Mini Peppers american,3,2,3
3619,1570,keto,american,Roasted Butternut Squash Apple Soup,15.46,144.09,64.19,keto Roasted Butternut Squash Apple Soup american,0,3,2
3620,1571,keto,american,Strawberry Cheesecake Fat Bombs *Keto*,15.29,37.36,97.5,keto Strawberry Cheesecake Fat Bombs *Keto* american,0,2,3
3621,1572,keto,american,Keto Broccoli Cheddar Biscuits Recipes,90.25,53.71,192.45,keto Keto Broccoli Cheddar Biscuits Recipes american,1,2,1
3623,1573,keto,american,Crispy Keto Cauliflower Cakes Recipes,55.65,41.77,99.24,keto Crispy Keto Cauliflower Cakes Recipes american,3,2,3
3624,1574,keto,american,Ez Truckers Chili (Keto Style),112.74,71.89,24.19,keto Ez Truckers Chili (Keto Style) american,1,2,0
3628,1575,keto,american,"Keto Cauliflower, Eggs, And Bacon Salad",56.73,63.32,143.25,"keto Keto Cauliflower, Eggs, And Bacon Salad american",3,2,1
3637,1576,keto,american,Low Carb Keto Cheese Crisps Recipe,80.1,7.19,68.05,keto Low Carb Keto Cheese Crisps Recipe american,3,0,3
3640,1577,keto,american,No-Bake Keto Chocolate Roll Recipes,32.13,102.8,227.02,keto No-Bake Keto Chocolate Roll Recipes american,2,3,1
3641,1578,keto,american,Keto 5 Minute Caesar Dressing Recipes,2.77,7.08,134.38,keto Keto 5 Minute Caesar Dressing Recipes american,0,0,1
3652,1579,keto,american,Keto Chicken With Sundried Tomato And Cream,24.41,10.18,53.51,keto Keto Chicken With Sundried Tomato And Cream american,2,0,2
3659,1580,keto,american,Sweet Chili Keto Pork Chops,165.77,42.29,88.2,keto Sweet Chili Keto Pork Chops american,1,2,3
3662,1581,keto,american,Keto Stuffed Chicken Breast Recipe,84.0,31.5,157.88,keto Keto Stuffed Chicken Breast Recipe american,1,2,1
3672,1582,keto,american,Easy Keto Ranch Dressing Recipes,7.25,14.4,156.6,keto Easy Keto Ranch Dressing Recipes american,0,0,1
3673,1583,keto,american,Keto Mini Pumpkin-Pecan Cheesecakes,35.87,36.91,145.82,keto Keto Mini Pumpkin-Pecan Cheesecakes american,2,2,1
3677,1584,keto,american,Cheesy Sausage And Egg Keto Casserole,128.64,46.61,177.76,keto Cheesy Sausage And Egg Keto Casserole american,1,2,1
3678,1585,keto,american,The Best Keto Mashed Cauliflower Recipe,18.85,46.91,35.38,keto The Best Keto Mashed Cauliflower Recipe american,2,2,2
3682,1586,keto,american,Creamy Keto Spinach And Celery Soup,4.89,11.33,30.9,keto Creamy Keto Spinach And Celery Soup american,0,0,0
3685,1587,keto,american,Keto Doritos Safe Cheat-Oh ~ Dorketos ~,26.98,5.03,36.3,keto Keto Doritos Safe Cheat-Oh ~ Dorketos ~ american,2,0,2
3688,1588,keto,american,Keto Spinach Mushroom Bacon Saute Recipe,31.06,12.9,70.07,keto Keto Spinach Mushroom Bacon Saute Recipe american,2,0,3
3694,1589,keto,american,Keto Bbq Salad With Shredded Chicken,94.91,66.22,138.39,keto Keto Bbq Salad With Shredded Chicken american,1,2,1
3696,1590,keto,american,Tlc - Easy Keto Avocado Dessert Recipes,8.91,39.98,74.67,keto Tlc - Easy Keto Avocado Dessert Recipes american,0,2,3
3697,1591,keto,american,Priya’S #Keto Baked Cauliflower Recipes,21.55,65.36,14.96,keto Priya’S #Keto Baked Cauliflower Recipes american,2,2,0
3698,1592,keto,american,Three Ingredient Keto Pie Crust Recipes,25.32,49.46,112.54,keto Three Ingredient Keto Pie Crust Recipes american,2,2,3
3700,1593,keto,american,Dairy-Free Keto Bacon Wrapped Zucchini,38.76,27.35,94.59,keto Dairy-Free Keto Bacon Wrapped Zucchini american,2,0,3
3708,1594,keto,american,Sara Louise'S Keto Stuffed Mushrooms,105.8,109.7,81.26,keto Sara Louise'S Keto Stuffed Mushrooms american,1,3,3
3709,1595,keto,american,Keto Chocolate Fudge Haystacks - No Bake,23.7,43.78,214.12,keto Keto Chocolate Fudge Haystacks - No Bake american,2,2,1
3716,1596,keto,american,5-Minute Creamy Keto Cucumber Salad,2.18,13.72,22.67,keto 5-Minute Creamy Keto Cucumber Salad american,0,0,0
3717,1597,keto,american,Keto Chicken And Bacon Lettuce Wraps,124.23,8.24,177.52,keto Keto Chicken And Bacon Lettuce Wraps american,1,0,1
3719,1598,keto,american,40 Minute Fresh Keto Chili Recipes,172.37,55.88,201.08,keto 40 Minute Fresh Keto Chili Recipes american,1,2,1
3721,1599,keto,american,Keto Mini Chocolate Donuts Recipes,50.79,121.09,239.93,keto Keto Mini Chocolate Donuts Recipes american,3,3,1
3723,1600,keto,american,Crispy Keto Fried Chicken Recipes,115.83,20.78,209.13,keto Crispy Keto Fried Chicken Recipes american,1,0,1
3724,1601,keto,american,Lchf Keto Coconut Lemon Vanilla Custard,24.56,67.07,93.94,keto Lchf Keto Coconut Lemon Vanilla Custard american,2,2,3
3732,1602,keto,american,Keto Sweet Pecan Tuna Salad Recipes,131.66,30.76,202.26,keto Keto Sweet Pecan Tuna Salad Recipes american,1,2,1
3733,1603,keto,american,Egg-Free Gluten-Free Keto Wraps,4.17,126.79,18.82,keto Egg-Free Gluten-Free Keto Wraps american,0,3,0
3740,1604,keto,american,Keto Steak And Mushroom Soup Recipe,128.51,104.27,25.43,keto Keto Steak And Mushroom Soup Recipe american,1,3,0
3741,1605,keto,american,Keto Bacon Wrapped Chicken Tenders Recipes,68.83,5.53,98.26,keto Keto Bacon Wrapped Chicken Tenders Recipes american,3,0,3
3744,1606,keto,american,"Roasted Radishes (Paleo, Low Carb, Keto)",5.05,25.46,27.73,"keto Roasted Radishes (Paleo, Low Carb, Keto) american",0,0,0
3750,1607,keto,american,Keto 3 Bean Salad - Low Carb,24.31,39.47,49.81,keto Keto 3 Bean Salad - Low Carb american,2,2,2
3758,1608,keto,american,Vegan Keto Shortbread Pie Crust Recipes,16.55,53.02,125.8,keto Vegan Keto Shortbread Pie Crust Recipes american,0,2,1
3761,1609,keto,american,Keto Raspberry No-Bake Cheesecake Recipes,31.97,63.83,198.52,keto Keto Raspberry No-Bake Cheesecake Recipes american,2,2,1
3774,1610,keto,american,Keto Garlic Parm Buffalo Chicken Dip,102.57,17.28,179.68,keto Keto Garlic Parm Buffalo Chicken Dip american,1,0,1
3778,1611,keto,american,Air Fryer Keto Garlic Cheese 'Bread',75.96,9.1,78.4,keto Air Fryer Keto Garlic Cheese 'Bread' american,3,0,3
3783,1612,keto,american,Keto Mac And Cheese With Pulled Pork,163.68,38.99,177.36,keto Keto Mac And Cheese With Pulled Pork american,1,2,1
3784,1613,keto,american,Keto Pork Rind Puppy Chow Recipes,51.9,75.76,181.53,keto Keto Pork Rind Puppy Chow Recipes american,3,3,1
3786,1614,keto,american,Air Fryer Keto Onion Rings Recipe,40.48,32.67,34.71,keto Air Fryer Keto Onion Rings Recipe american,2,2,2
3791,1615,keto,american,Ultimate Keto Burger | The Bacon Smash Burger,82.93,10.5,176.6,keto Ultimate Keto Burger | The Bacon Smash Burger american,1,0,1
3794,1616,keto,american,"Mustard Sardines Salad Recipe [Paleo, Keto]",32.18,3.95,14.99,"keto Mustard Sardines Salad Recipe [Paleo, Keto] american",2,0,0
3795,1617,keto,american,Keto Cottage Cheese And Dill Popovers,97.91,79.24,187.06,keto Keto Cottage Cheese And Dill Popovers american,1,3,1
3797,1618,keto,american,"Simple Roasted Radishes (Paleo, Whole30 + Keto)",6.61,32.74,26.67,"keto Simple Roasted Radishes (Paleo, Whole30 + Keto) american",0,2,0
3802,1619,keto,american,Keto Butter Rum Blondies - Low Carb,63.39,138.63,234.16,keto Keto Butter Rum Blondies - Low Carb american,3,3,1
3813,1620,keto,american,Keto Low Carb Rosemary-Garlic Croutons,45.96,61.58,160.76,keto Keto Low Carb Rosemary-Garlic Croutons american,3,2,1
3815,1621,keto,american,Keto Single Serve Chocolate Lava Cake,12.25,54.31,30.22,keto Keto Single Serve Chocolate Lava Cake american,0,2,0
3816,1622,keto,american,Keto Pumpkin Pie Spice Latte Recipes,6.91,16.88,83.05,keto Keto Pumpkin Pie Spice Latte Recipes american,0,0,3
3821,1623,keto,american,Keto Mini Vanilla Cloud Cakes Recipes,69.99,144.48,236.68,keto Keto Mini Vanilla Cloud Cakes Recipes american,3,3,1
3825,1624,keto,american,One Minute Keto Chocolate Mug Cake,13.57,39.67,43.91,keto One Minute Keto Chocolate Mug Cake american,0,2,2
3829,1625,keto,american,Keto Philly Cheese Steak Skillet Dinner,170.91,26.06,235.09,keto Keto Philly Cheese Steak Skillet Dinner american,1,0,1
3832,1626,keto,american,Keto Sheet Pan Curried Chicken - Sckc,137.45,27.93,167.71,keto Keto Sheet Pan Curried Chicken - Sckc american,1,0,1
3839,1627,keto,american,90 Second Keto Bread Without Eggy Taste,19.7,7.74,38.36,keto 90 Second Keto Bread Without Eggy Taste american,2,0,2
3844,1628,keto,american,5-Ingredient Keto And Vegan Chocolate Almond Balls,49.36,85.59,132.62,keto 5-Ingredient Keto And Vegan Chocolate Almond Balls american,3,3,1
3855,1629,keto,american,Keto Grilled Lobster Tails With Creole Butter,114.36,5.29,97.18,keto Keto Grilled Lobster Tails With Creole Butter american,1,0,3
3861,1630,keto,american,Shamrock Cheesecake Bars,53.94,167.33,224.97,keto Shamrock Cheesecake Bars american,3,1,1
3881,1631,keto,american,The Best Creamy Keto Skillet Eggs Recipe,70.86,7.98,100.93,keto The Best Creamy Keto Skillet Eggs Recipe american,3,0,3
3885,1632,keto,american,"Keto Friendly Cauilflower, Bacon And Pumpkin Soup",35.14,46.36,97.42,"keto Keto Friendly Cauilflower, Bacon And Pumpkin Soup american",2,2,3
3889,1633,keto,american,Easy Keto Turkey Fried Rice Recipe,111.17,53.31,72.95,keto Easy Keto Turkey Fried Rice Recipe american,1,2,3
3892,1634,keto,american,Keto And Low Carb Hamburger Casserole Recipe,115.63,60.1,161.99,keto Keto And Low Carb Hamburger Casserole Recipe american,1,2,1
3894,1635,keto,american,Pressure-Cooked Keto Butternut Squash Soup,25.81,234.3,77.69,keto Pressure-Cooked Keto Butternut Squash Soup american,2,1,3
3896,1636,keto,american,Bacon Wrapped Cheese Sticks {Keto/Low Carb},58.64,6.42,162.47,keto Bacon Wrapped Cheese Sticks {Keto/Low Carb} american,3,0,1
3900,1637,keto,american,Tuna Egg Salad With Sour Cream (Keto),98.33,6.68,74.47,keto Tuna Egg Salad With Sour Cream (Keto) american,1,0,3
